record_id,control_name,is_anomaly,anomaly_type,severity,explanation
DRF00665,Control-48,TRUE,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00704,Control-25,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00758,Control-11,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00546,Control-16,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00968,Control-42,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00666,Control-21,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00811,Control-70,TRUE,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00912,Control-10,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00839,Control-4,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00793,Control-70,TRUE,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00762,Control-30,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00940,Control-13,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00627,Control-25,TRUE,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00812,Control-11,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00817,Control-23,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00564,Control-16,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00987,Control-86,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00800,Control-79,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00636,Control-84,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00624,Control-97,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00916,Control-62,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00782,Control-39,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00680,Control-5,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00519,Control-52,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00756,Control-54,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00688,Control-23,TRUE,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00540,Control-3,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00583,Control-98,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00835,Control-89,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00952,Control-5,TRUE,HIGH_SEVERITY_DRIFT,CRITICAL,Critical severity control drifted from baseline
DRF00910,Control-36,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00833,Control-89,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00802,Control-63,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00755,Control-38,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00774,Control-86,TRUE,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00872,Control-51,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00836,Control-90,TRUE,HIGH_SEVERITY_DRIFT,CRITICAL,Critical severity control drifted from baseline
DRF00922,Control-81,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00610,Control-33,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00530,Control-39,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00831,Control-61,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00542,Control-4,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00629,Control-74,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00882,Control-9,TRUE,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00599,Control-83,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00648,Control-66,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00856,Control-63,TRUE,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00556,Control-39,TRUE,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00779,Control-50,TRUE,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00559,Control-96,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00772,Control-66,TRUE,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00997,Control-44,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00502,Control-19,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00637,Control-65,TRUE,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00682,Control-52,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00554,Control-36,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00804,Control-12,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00869,Control-28,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00975,Control-81,TRUE,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00962,Control-26,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00609,Control-51,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00973,Control-52,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00959,Control-50,TRUE,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00510,Control-73,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00544,Control-29,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00678,Control-50,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00933,Control-89,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00894,Control-29,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00743,Control-85,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00673,Control-14,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00658,Control-94,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00819,Control-95,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00740,Control-29,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00890,Control-40,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00508,Control-71,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00500,Control-5,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00577,Control-58,TRUE,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00631,Control-74,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00986,Control-50,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00795,Control-58,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00529,Control-48,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00955,Control-34,TRUE,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00999,Control-61,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00851,Control-38,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00535,Control-90,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00852,Control-96,TRUE,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00719,Control-70,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00757,Control-59,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00512,Control-74,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00618,Control-52,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00515,Control-21,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00639,Control-79,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00923,Control-75,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00864,Control-13,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00578,Control-65,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00669,Control-5,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00796,Control-68,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00552,Control-51,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00985,Control-45,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00622,Control-18,TRUE,HIGH_SEVERITY_DRIFT,CRITICAL,Critical severity control drifted from baseline
DRF00602,Control-15,TRUE,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00580,Control-69,TRUE,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00653,Control-64,TRUE,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00746,Control-89,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00521,Control-55,TRUE,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00735,Control-20,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00937,Control-90,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00791,Control-10,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00527,Control-75,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00522,Control-79,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00509,Control-66,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00863,Control-39,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00724,Control-63,TRUE,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00533,Control-67,TRUE,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00548,Control-23,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00908,Control-1,TRUE,HIGH_SEVERITY_DRIFT,CRITICAL,Critical severity control drifted from baseline
DRF00562,Control-32,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00903,Control-53,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00799,Control-99,TRUE,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00970,Control-37,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00953,Control-36,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00911,Control-63,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00696,Control-78,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00974,Control-56,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00532,Control-71,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00808,Control-85,TRUE,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00711,Control-86,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00989,Control-5,TRUE,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00956,Control-94,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00991,Control-16,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00705,Control-33,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00616,Control-11,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00920,Control-5,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00537,Control-12,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00647,Control-48,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00821,Control-88,TRUE,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00797,Control-2,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00686,Control-11,TRUE,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00875,Control-11,TRUE,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00730,Control-54,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00726,Control-76,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00717,Control-90,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00928,Control-31,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00700,Control-46,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00603,Control-89,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00592,Control-44,TRUE,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00866,Control-83,TRUE,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00947,Control-46,TRUE,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00654,Control-87,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00551,Control-9,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00876,Control-50,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00786,Control-11,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00613,Control-72,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00934,Control-31,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00994,Control-65,TRUE,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00832,Control-73,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00652,Control-68,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00501,Control-11,TRUE,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00846,Control-43,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00679,Control-13,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00815,Control-11,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00998,Control-93,TRUE,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00798,Control-96,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00584,Control-21,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00843,Control-18,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00507,Control-37,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00810,Control-88,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00825,Control-46,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00950,Control-42,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00824,Control-8,TRUE,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00943,Control-17,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00520,Control-37,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00590,Control-5,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00672,Control-52,TRUE,HIGH_SEVERITY_DRIFT,CRITICAL,Critical severity control drifted from baseline
DRF00873,Control-67,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00754,Control-99,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00936,Control-66,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00944,Control-67,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00829,Control-22,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00503,Control-21,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00792,Control-3,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00693,Control-43,TRUE,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00984,Control-30,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00906,Control-39,TRUE,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00612,Control-92,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00828,Control-18,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00965,Control-4,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00739,Control-59,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00504,Control-48,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00674,Control-55,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00597,Control-69,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00901,Control-73,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00899,Control-73,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00849,Control-13,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00780,Control-83,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00585,Control-92,TRUE,HIGH_SEVERITY_DRIFT,HIGH,High severity control drifted from baseline
DRF00571,Control-24,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00914,Control-27,TRUE,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00714,Control-26,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00915,Control-38,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00861,Control-96,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00988,Control-89,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00954,Control-50,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00738,Control-41,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00877,Control-50,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00734,Control-73,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00803,Control-76,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00996,Control-59,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00656,Control-14,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00887,Control-76,TRUE,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00941,Control-80,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00889,Control-69,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00884,Control-13,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00925,Control-66,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00818,Control-75,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00919,Control-12,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00929,Control-69,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00725,Control-80,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00528,Control-39,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00794,Control-58,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00667,Control-67,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00858,Control-69,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00978,Control-21,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00892,Control-7,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00964,Control-81,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00517,Control-74,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00745,Control-21,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00506,Control-78,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00591,Control-10,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00608,Control-63,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00807,Control-18,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00634,Control-48,TRUE,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00942,Control-36,TRUE,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00650,Control-90,TRUE,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00775,Control-19,TRUE,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00055,Control-38,TRUE,HIGH_SEVERITY_DRIFT,HIGH,High severity control drifted from baseline
DRF00330,Control-12,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00027,Control-39,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00245,Control-74,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00063,Control-43,TRUE,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00336,Control-84,TRUE,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00304,Control-72,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00110,Control-70,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00344,Control-47,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00178,Control-87,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00284,Control-15,TRUE,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00070,Control-72,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00462,Control-53,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00408,Control-1,TRUE,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00433,Control-23,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00046,Control-30,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00411,Control-30,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00222,Control-57,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00360,Control-22,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00334,Control-71,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00316,Control-18,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00080,Control-80,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00482,Control-69,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00064,Control-1,TRUE,HIGH_SEVERITY_DRIFT,HIGH,High severity control drifted from baseline
DRF00339,Control-72,TRUE,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00049,Control-63,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00042,Control-49,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00151,Control-27,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00291,Control-22,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00120,Control-48,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00430,Control-87,TRUE,HIGH_SEVERITY_DRIFT,HIGH,High severity control drifted from baseline
DRF00174,Control-34,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00386,Control-41,TRUE,HIGH_SEVERITY_DRIFT,CRITICAL,Critical severity control drifted from baseline
DRF00379,Control-22,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
